Wavelength (micron), Reflectance
1.0790000e+000,6.4947015e-001
1.0800000e+000,6.4944214e-001
1.0810000e+000,6.4939117e-001
1.0820000e+000,6.4933109e-001
1.0829999e+000,6.4926475e-001
1.0840000e+000,6.4919430e-001
1.0850000e+000,6.4911270e-001
1.0860000e+000,6.4900011e-001
1.0870000e+000,6.4883292e-001
1.0880001e+000,6.4859843e-001
1.0890000e+000,6.4830709e-001
1.0900000e+000,6.4797223e-001
1.0910000e+000,6.4760858e-001
1.0920000e+000,6.4723015e-001
1.0930001e+000,6.4685291e-001
1.0940000e+000,6.4648354e-001
1.0950000e+000,6.4611149e-001
1.0960000e+000,6.4572161e-001
1.0970000e+000,6.4530146e-001
1.0980000e+000,6.4483476e-001
1.0990000e+000,6.4430612e-001
1.1000000e+000,6.4370728e-001
1.1010000e+000,6.4304298e-001
1.1020000e+000,6.4232278e-001
1.1030000e+000,6.4155531e-001
1.1040000e+000,6.4075518e-001
1.1050000e+000,6.3993478e-001
1.1059999e+000,6.3911158e-001
1.1070000e+000,6.3830459e-001
1.1080000e+000,6.3753563e-001
1.1090000e+000,6.3680410e-001
1.1100000e+000,6.3606298e-001
1.1109999e+000,6.3525957e-001
1.1120000e+000,6.3435209e-001
1.1130000e+000,6.3332754e-001
1.1140000e+000,6.3217491e-001
1.1150000e+000,6.3089365e-001
1.1160001e+000,6.2950659e-001
1.1170000e+000,6.2804103e-001
1.1180000e+000,6.2650931e-001
1.1190000e+000,6.2489897e-001
1.1200000e+000,6.2319255e-001
